19.100000381469718.19491004943000000000 2005-09-2721.04999923719.2999992
30.049999237060528.47079467773000000005 2007-06-0734.40000152530.2000007
30.219999313354429.12127685546000000004 2007-06-0830.55999946530.8899993
29.399999618530227.96171569824000000003 2007-06-1130.60000038129.6599998
28.829999923706027.51863098144000000002 2007-06-1229.70000076229.1900005
28.270000457763627.07553672790000000003 2007-06-1329.27000045728.7199993
28.200000762939427.15095138549000000002 2007-06-1428.71999931328.7999992
27.489999771118126.02909278869000000003 2007-06-1528.81999969427.6100006
26.780000686645525.72742080688000000003 2007-06-1827.89999961827.2900009
27.899999618530227.47148132324000000003 2007-06-1927.89999961829.1399993
29.120000839233428.00884819030000000003 2007-06-2029.12000083929.7099990
29.010000228881827.81087493896000000001 2007-06-210000000029.500000029.5
29.069999694824227.66003227233000000002 2007-06-2229.37999916029.3400001
29.120000839233427.56575965881000000001 2007-06-2529.78000068629.2399997
28.159999847412126.64187812805000000002 2007-06-2629.36000061028.2600002
27.569999694824227.97113990783000000003 2007-06-2728.03000068629.6700000
30.879999160766629.22498703002000000003 2007-06-2831.2000007620000000031
000000000000003028.53678321838000000002 2007-06-2930.95000076230.2700004
30.379999160766628.94216346740000000001 2007-07-0230.68000030530.7000007
30.950000762939430.97849082946000000002 2007-07-0331.03000068632.8600006
0000000000032.2531.88351631164000000004 2007-07-0500000000003333.8199996
33.409999847412132.63771438598000000003 2007-07-0633.54999923734.6199989
34.599998474121033.80670166015000000004 2007-07-0934.61999893135.8600006
33.580001831054631.89293861389000000002 2007-07-1035.59999847433.8300018
33.430000305175732.74141311645000000001 2007-07-1134.49000167834.7299995
34.319999694824232.92995452880000000001 2007-07-1234.81000137334.9300003
33.889999389648432.14748001098000000001 2007-07-1334.11000061034.0999984
33.939998626708932.95823669433000000001 2007-07-1633.93999862634.9599990
34.849998474121033.27876663208000000002 2007-07-1735.11000061035.2999992
00000000000034.532.91110229492000000002 2007-07-1835.04999923734.9099998
34.959999084472633.93869018554000000003 2007-07-1935.1100006100000000036
34.689998626708932.72255706787000000002 2007-07-2035.63000106834.7099990
34.080001831054632.52458190917000000002 2007-07-2335.09999847400000034.5
34.360000610351533.25992584228000000002 2007-07-2434.52000045735.2799987
34.240001678466832.84511947631000000001 2007-07-2535.25999832134.8400001
32.290000915527332.59057998657000000006 2007-07-2600000000003434.5699996
32.900001525878931.56298637390000000003 2007-07-2700000000003533.4799995
32.520000457763630.80879020690000000003 2007-07-3033.90000152532.6800003
30.879999160766629.23441123962000000002 2007-07-3132.95000076231.0100002
29.920000076293928.69705200195000000003 2007-08-0130.72999954230.4400005
0000000000030.2528.94216346740000000002 2007-08-020000000031.530.7000007
30.299999237060529.35696601867000000003 2007-08-030000000030.531.1399993
29.209999084472628.28224563598000000002 2007-08-0631.3799991600000000030
29.649999618530229.47952461242000000003 2007-08-0729.64999961831.2700004
30.510000228881829.59264945983000000002 2007-08-0832.06999969431.3899993
28.959999084472627.48091888427000000002 2007-08-0930.61000061029.1499996
28.129999160766627.32064628601000000002 2007-08-1000000000002928.9799995
29.120000839233427.77316474914000000002 2007-08-1329.44000053429.4599990
28.700000762939427.07553672790000000001 2007-08-14000000029.7528.7199993
25.270000457763624.12474822998000000002 2007-08-1528.45999908425.5900001
24.260000228881825.36917686462000000003 2007-08-1625.98999977126.9099998
25.559999465942324.80352592468000000002 2007-08-1727.65999984726.3099994
26.149999618530225.13348960876000000002 2007-08-2026.54999923726.6599998
26.229999542236326.87755393981000000002 2007-08-2126.60000038128.5100002
29.180000305175728.81960296630000000002 2007-08-2229.31999969430.5699996
29.399999618530227.92400550842000000001 2007-08-23000000030.7529.6200008
0000000000029.2528.96101570129000000001 2007-08-2429.62000083930.7199993
29.569999694824228.07484436035000000000 2007-08-2730.29999923729.7800006
28.649999618530227.05668067932000000001 2007-08-2829.38999938928.7000007
28.600000381469728.13140487670000000000 2007-08-2928.84000015229.8400001
29.430000305175728.43308067321000000000 2007-08-3029.56999969430.1599998
29.899999618530229.17785072326000000001 2007-08-3130.60000038130.9500007
30.860000610351530.69566345214000000001 2007-09-0430.86000061032.5600013
00000000000031.529.76234626770000000002 2007-09-0532.56000137331.5699996
30.079999923706029.35696601867000000001 2007-09-0631.30999946531.1399993
29.020000457763628.10312271118000000001 2007-09-0730.62999916029.8099994
29.159999847412127.82029914855000000000 2007-09-1030.32999992329.5100002
29.299999237060529.36639404296000000001 2007-09-1129.73999977131.1499996
29.680000305175728.17854499816000000001 2007-09-1230.80999946529.8899993
29.469999313354428.18797111511000000000 2007-09-1329.88999938929.8999996
29.319999694824228.35766601562000000001 2007-09-1429.44000053430.0799999
29.079999923706027.49033927917000000001 2007-09-1730.20000076229.1599998
28.649999618530228.08426856994000000003 2007-09-1829.73999977129.7900009
29.989999771118128.71590423583000000003 2007-09-1900000000003030.4599990
29.549999237060528.05598449707000000002 2007-09-2030.76000022829.7600002
29.110000610351527.70717430114000000001 2007-09-2130.36000061029.3899993
25.700000762939424.49242210388000000004 2007-09-2429.32999992325.9799995
25.959999084472625.07692337036000000003 2007-09-2526.03000068626.6000003
26.370000839233425.35974311828000000002 2007-09-2626.64999961826.8999996
26.239999771118124.98264694213000000001 2007-09-2726.97999954200000026.5
0000000000025.7524.74696540832000000002 2007-09-2826.4799995420000026.25
26.350000381469725.88768005371000000002 2007-10-0126.62000083927.4599990
27.790000915527327.00954055786000000002 2007-10-0227.93000030528.6499996
28.190000534057627.37721061706000000001 2007-10-0328.60000038129.0400009
28.829999923706027.82029914855000000002 2007-10-0429.06999969429.5100002
29.360000610351528.29167175292000000003 2007-10-0529.54999923730.0100002
29.729999542236328.81960296630000000001 2007-10-0830.01000022830.5699996
31.100000381469729.72463798522000000003 2007-10-0931.79000091531.5300006
30.399999618530229.03643798828000000001 2007-10-100000000031.530.7999992
29.010000228881827.48091888427000000003 2007-10-1130.79999923729.1499996
28.879999160766628.42365837097000000001 2007-10-1229.14999961830.1499996
27.700000762939426.58530616760000000003 2007-10-1529.77000045728.2000007
27.530000686645527.14153099060000000002 2007-10-1600000000002828.7900009
27.889999389648427.16037940979000000003 2007-10-1728.59000015228.8099994
27.709999084472626.13279724121000000001 2007-10-1828.81999969427.7199993
26.200000762939424.86952018737000000002 2007-10-1927.70000076226.3799991
000000000000002624.98264694213000000002 2007-10-2226.21999931300000026.5
26.450000762939427.02840423583000000003 2007-10-2326.64999961828.6700000
27.450000762939427.09438896179000000003 2007-10-2428.57999992328.7399997
27.040000915527325.82168960571000000002 2007-10-2529.70000076227.3899993
26.399999618530225.78397369384000000002 2007-10-2627.70999908427.3500003
26.299999237060525.52001190185000000002 2007-10-2927.69000053427.0699996
27.120000839233426.83984756469000000002 2007-10-3027.26000022828.4699993
27.299999237060526.07623100280000000002 2007-10-3128.70999908427.6599998
26.690000534057625.30318260192000000002 2007-11-01000000027.2526.8400001
0000000000025.2524.39814758300000000002 2007-11-0226.95999908425.8799991
24.899999618530223.70995140075000000002 2007-11-0525.87999916025.1499996
22.680000305175721.75846862792000000004 2007-11-0624.40999984723.0799999
000000000000002221.30595970153000000004 2007-11-0722.61000061022.6000003
19.959999084472620.77802276611000000004 2007-11-0822.19000053422.0400009
20.120000839233419.82585144042000000003 2007-11-0921.64999961821.0300006
0000000000021.2520.76859855651000000003 2007-11-1221.62999916022.0300006
22.079999923706022.06958007812000000003 2007-11-1322.69000053423.4099998
22.100000381469722.13557052612000000007 2007-11-1423.10000038123.4799995
0000000000022.7521.89988327026000000002 2007-11-1522.81999969423.2299995
000000000000002221.12683868408000000002 2007-11-1623.65999984722.4099998
20.299999237060519.42990112304000000003 2007-11-1900000000002220.6100006
00000000000018.518.11948776245000000005 2007-11-2020.94000053419.2199993
000000000000001818.79826545715000000003 2007-11-2118.72999954219.9400005
20.100000381469719.18478775024000000001 2007-11-2320.12000083920.3500003
19.290000915527318.43059921264000000001 2007-11-2620.39999961819.5499992
0000000000018.7518.39288520812000000004 2007-11-2719.80999946519.5100002
00000000000019.519.76928710937000000003 2007-11-2819.96999931320.9699993
19.829999923706018.91139793395000000003 2007-11-2920.60000038120.0599994
20.540000915527319.58073806762000000001 2007-11-3020.60000038120.7700004
19.819999694824218.78883361816000000002 2007-12-0321.20999908419.9300003
19.100000381469718.49658966064000000001 2007-12-0419.46999931319.6200008
17.860000610351517.00705528259000000004 2007-12-0519.47999954218.0400009
17.340000152587816.53568458557000000004 2007-12-0618.06999969417.5400009
17.670000076293917.20503234863000000004 2007-12-0717.8899993890000018.25
17.670000076293917.68583679199000000002 2007-12-10000000018.2518.7600002
17.489999771118116.58282470703000000003 2007-12-1118.55999946517.5900001
15.069999694824214.43337059020000000007 2007-12-1218.20000076215.3100004
14.619999885559014.83874988555000000005 2007-12-1315.47999954215.7399997
15.329999923706014.76332950592000000003 2007-12-1415.78999996115.6599998
14.680000305175713.91486263275000000003 2007-12-1715.42000007614.7600002
14.409999847412113.96200275421000000003 2007-12-1814.85000038114.8100004
14.529999732971114.55592918395000000002 2007-12-1914.85000038115.4399995
15.149999618530214.61249351501000000003 2007-12-2015.22000026700000015.5
14.689999580383314.51821899414000000002 2007-12-210000000015.515.3999996
15.159999847412115.06501007080000000000 2007-12-2415.15999984715.9799995
15.220000267028814.81989574432000000001 2007-12-2615.97999954215.7200002
15.079999923706014.31081390380000000001 2007-12-2715.43000030515.1800003
14.630000114440913.86772632598000000001 2007-12-2815.27000045714.7100000
14.550000190734813.86772632598000000002 2007-12-3114.85000038114.7100000
0000000000013.2512.55731678009000000003 2008-01-0214.55000019013.3199996
12.649999618530211.99167156219000000004 2008-01-0313.30000019012.7200002
11.949999809265111.69942092895000000004 2008-01-0412.69999980912.4099998
12.060000419616711.52972793579000000004 2008-01-0712.39999961812.2299995
10.960000038146910.37958145141000000005 2008-01-0812.22000026711.0100002
10.180000305175710.26645469665000000008 2008-01-0911.21000003810.8900003
10.949999809265111.83140563964000000008 2008-01-1011.23999977112.5500001
11.789999961853011.20919704437000000004 2008-01-1112.60999965611.8900003
11.529999732971111.35060596466000000002 2008-01-1412.06999969412.0399999
0000000000011.7511.79369449615000000006 2008-01-1511.85000038112.5100002
11.329999923706011.82197761535000000005 2008-01-16000000012.2512.5399999
12.130000114440911.79369449615000000005 2008-01-1712.64000034312.5100002
12.350000381469712.18022251129000000003 2008-01-1812.35000038112.9200000
11.609999656677211.33175086975000000004 2008-01-2212.26000022812.0200004
0000000000011.7512.38762378692000000004 2008-01-2312.03999996113.1400003
12.449999809265111.93510627746000000004 2008-01-2412.63000011412.6599998
11.989999771118111.58629131317000000003 2008-01-2512.65999984712.2899999
12.199999809265112.56674480438000000003 2008-01-2812.39000034313.3299999
12.819999694824212.34991264343000000002 2008-01-2913.15999984713.1000003
12.909999847412112.61388111114000000003 2008-01-3012.97999954213.3800001
13.199999809265113.04754257202000000003 2008-01-3113.35999965613.8400001
13.399999618530214.50879192352000000006 2008-02-0113.97999954215.3900003
14.369999885559013.63204097747000000003 2008-02-0415.59000015214.4600000
13.600000381469713.71688938140000000003 2008-02-0514.31000041914.5500001
14.060000419616714.46165847778000000005 2008-02-0614.76000022815.3400001
15.060000419616714.51821899414000000005 2008-02-0715.73999977115.3999996
14.529999732971114.30138683319000000002 2008-02-0815.40999984715.1700000
14.619999885559014.24482250213000000002 2008-02-1115.17000007615.1099996
14.720000267028814.04684829711000000001 2008-02-1215.28999996114.8999996
14.939999580383314.44279956817000000001 2008-02-1315.14000034315.3199996
13.949999809265113.23608779907000000002 2008-02-1415.09000015214.0399999
13.899999618530213.58490371704000000002 2008-02-1514.10999965614.4099998
13.789999961853013.11353397369000000002 2008-02-1914.42000007613.9099998
00000000000013.513.39635753631000000002 2008-02-2013.77000045714.2100000
0000000000013.7513.13238811492000000001 2008-02-2114.07999992313.9300003
13.149999618530212.70815372467000000001 2008-02-2213.77999973213.4799995
13.109999656677212.91555500030000000001 2008-02-2513.55000019013.6999998
13.539999961853013.09467792510000000001 2008-02-2613.60000038113.8900003
13.460000038146913.00983238220000000002 2008-02-2713.76000022813.8000001
13.029999732971112.39704990386000000001 2008-02-2813.56000041913.1499996
12.399999618530211.68999385833000000001 2008-02-2912.81000041912.3999996
11.689999580383311.30346965789000000001 2008-03-0312.18999958011.9899997
11.529999732971111.88796997070000000002 2008-03-0412.06000041912.6099996
11.689999580383312.02937984466000000002 2008-03-0512.40999984712.7600002
11.399999618530210.89809131622000000002 2008-03-0612.72999954211.5600004
10.800000190734810.36072826385000000002 2008-03-0711.22000026710.9899997
10.27999973297119.700811386108000000002 2008-03-1011.10999965610.2899999
9.579999923706059.408558845520000000004 2008-03-1110.0200004579.97999954
